experiment_one,7,merge_sort,0.0006755828857421875,737
experiment_one,7,selection_sort,0.0011896610260009766,8128
experiment_one,7,shell_sort,0.0002576351165771484,840
experiment_one,7,insertion_sort,0.001057577133178711,4004
experiment_one,8,merge_sort,0.0008501529693603516,1724
experiment_one,8,selection_sort,0.0033119678497314452,32640
experiment_one,8,shell_sort,0.00041255950927734377,1857
experiment_one,8,insertion_sort,0.0032500743865966795,15822
experiment_one,9,merge_sort,0.0015026092529296874,3968
experiment_one,9,selection_sort,0.013620328903198243,130816
experiment_one,9,shell_sort,0.001208353042602539,4840
experiment_one,9,insertion_sort,0.014846038818359376,63831
experiment_one,10,merge_sort,0.003417825698852539,8948
experiment_one,10,selection_sort,0.05130758285522461,523776
experiment_one,10,shell_sort,0.002976512908935547,10748
experiment_one,10,insertion_sort,0.074853515625,267616
experiment_one,11,merge_sort,0.008245515823364257,19923
experiment_one,11,selection_sort,0.20948634147644044,2096128
experiment_one,11,shell_sort,0.006817817687988281,28323
experiment_one,11,insertion_sort,0.26152858734130857,1070132
experiment_one,12,merge_sort,0.01595339775085449,43940
experiment_one,12,selection_sort,0.8159950256347657,8386560
experiment_one,12,shell_sort,0.015944719314575195,58944
experiment_one,12,insertion_sort,1.0578402996063232,4263786
experiment_one,13,merge_sort,0.03516430854797363,96099
experiment_one,13,selection_sort,3.2719929695129393,33550336
experiment_one,13,shell_sort,0.038069295883178714,144576
experiment_one,13,insertion_sort,4.235696125030517,16756077
experiment_one,14,merge_sort,0.0756309986114502,208656
experiment_one,14,selection_sort,13.051321077346802,134209536
experiment_one,14,shell_sort,0.0870589256286621,350832
experiment_one,14,insertion_sort,17.60702600479126,66744147
experiment_one,15,merge_sort,0.1755286693572998,449939
experiment_one,15,selection_sort,53.97281804084778,536854528
experiment_one,15,shell_sort,0.20669088363647461,815150
experiment_one,15,insertion_sort,70.27127242088318,268515852
experiment_two,7,merge_sort,0.00041222572326660156,448
experiment_two,7,selection_sort,0.0007827281951904297,8128
experiment_two,7,shell_sort,8.487701416015625e-05,466
experiment_two,7,insertion_sort,1.8358230590820312e-05,127
experiment_two,8,merge_sort,0.0006022453308105469,1024
experiment_two,8,selection_sort,0.0029091835021972656,32640
experiment_two,8,shell_sort,0.00015115737915039062,1106
experiment_two,8,insertion_sort,3.0994415283203125e-05,255
experiment_two,9,merge_sort,0.001277923583984375,2304
experiment_two,9,selection_sort,0.01312708854675293,130816
experiment_two,9,shell_sort,0.0003769397735595703,2535
experiment_two,9,insertion_sort,7.390975952148438e-05,511
experiment_two,10,merge_sort,0.0027589797973632812,5120
experiment_two,10,selection_sort,0.054514169692993164,523776
experiment_two,10,shell_sort,0.0009241104125976562,5607
experiment_two,10,insertion_sort,0.00015091896057128906,1023
experiment_two,11,merge_sort,0.006201982498168945,11264
experiment_two,11,selection_sort,0.21054792404174805,2096128
experiment_two,11,shell_sort,0.0020651817321777344,12707
experiment_two,11,insertion_sort,0.00031304359436035156,2047
experiment_two,12,merge_sort,0.014000177383422852,24576
experiment_two,12,selection_sort,0.8419198989868164,8386560
experiment_two,12,shell_sort,0.00453495979309082,27860
experiment_two,12,insertion_sort,0.0006690025329589844,4095
experiment_two,13,merge_sort,0.02985215187072754,53248
experiment_two,13,selection_sort,3.3504109382629395,33550336
experiment_two,13,shell_sort,0.009933948516845703,60628
experiment_two,13,insertion_sort,0.001352071762084961,8191
experiment_two,14,merge_sort,0.06321978569030762,114688
experiment_two,14,selection_sort,13.279065132141113,134209536
experiment_two,14,shell_sort,0.021697998046875,132708
experiment_two,14,insertion_sort,0.0025980472564697266,16383
experiment_two,15,merge_sort,0.13332486152648926,245760
experiment_two,15,selection_sort,53.66847205162048,536854528
experiment_two,15,shell_sort,0.046401023864746094,283409
experiment_two,15,insertion_sort,0.0052530765533447266,32767
experiment_three,7,merge_sort,0.0002827644348144531,448
experiment_three,7,selection_sort,0.000804901123046875,8128
experiment_three,7,shell_sort,0.00013899803161621094,588
experiment_three,7,insertion_sort,0.0017158985137939453,8128
